IMP_ID,Date,Buyer_ID,Country,Industry,Avg_Order_Tons,Revenue_Size_USD,Team_Size,Certification,Good_Payment_History,Prompt_Response,Hiring_Growth,Funding_Event,Engagement_Spike,SalesNav_ProfileVisits,DecisionMaker_Change,Intent_Score,Preferred_Channel,Response_Probability,Tariff_News,StockMarket_Shock,War_Event,Natural_Calamity,Currency_Fluctuation
IMP_8821,2023-05-28,BUY_79475,Italy,Electronics,2231.0,58711646,6345,ISO9001,1,0.91,0,0,1,15803,1,0.73,NaN,0.0,0,0,1,0,0.47
IMP_8822,2022-06-25,BUY_46649,France,Chemicals,0.0,162150041,5179,NaN,0,0.73,0,1,1,14863,0,0.38,NaN,0.0,0,1,1,0,0.37
IMP_8823,2022-03-14,BUY_72854,Japan,Machinery,7874.0,63608853,2427,ISO9001,1,0.58,0,Unknown,0,9153,0,0.01,Email,0.0,0,1,0,0,-0.92
IMP_8824,2024-04-27,BUY_71714,UK,Engineering,0.0,61680652,5311,ISO9001,0,0.72,0,Unknown,1,1706,0,0.78,LinkedIn,0.23,0,0,0,1,-0.94
IMP_8825,2022-03-08,BUY_66486,Netherlands,Auto Parts,5673.0,147245389,5248,NaN,0,0.02,1,0,0,216,0,0.05,WhatsApp,0.0,0,1,1,0,-0.02
IMP_8826,2023-09-07,BUY_80036,France,Engineering,0.0,53562840,4495,CE,0,0.09,1,1,1,195,0,0.14,LinkedIn,0.89,0,0,0,0,0.83
IMP_8827,2024-10-20,BUY_71428,UAE,Medical Devices,5208.0,78927922,6184,ISO9001,1,0.89,1,1,1,18701,1,0.74,Call,0.8,1,1,1,0,0.78
IMP_8828,2022-11-19,BUY_48099,UK,Electronics,0.0,40850847,1636,ISO9001,1,0.4,0,Unknown,1,6788,0,0.39,NaN,0.0,1,1,1,0,-0.37
IMP_8829,2024-04-04,BUY_57786,Italy,IT Software,0.0,91577548,5534,SOC2,1,0.32,1,0,1,13390,1,0.75,NaN,0.1,1,1,1,1,-0.74
IMP_8830,2023-06-28,BUY_55689,UK,Engineering,0.0,121603998,3119,CE,0,0.41,0,1,0,3710,0,0.0,Call,0.0,0,1,1,1,0.5
IMP_8831,2025-02-01,BUY_91846,Netherlands,Engineering,0.0,123451894,4912,ISO14001,1,0.38,0,1,1,10491,0,0.81,WhatsApp,0.0,0,1,1,1,-0.81
IMP_8832,2024-01-02,BUY_73542,UK,Pharmaceuticals,1224.0,198784405,5274,EU-GMP,1,0.38,1,0,1,18043,1,0.17,Email,0.94,1,0,1,1,0.66
IMP_8833,2021-07-19,BUY_84000,France,Engineering,0.0,158484534,5626,ISO14001,1,0.93,1,1,0,6985,1,0.6,Email,0.0,0,1,1,0,0.3
IMP_8834,2021-04-27,BUY_52712,Canada,Engineering,0.0,88854030,4517,CE,0,0.06,1,0,0,3092,0,0.61,Email,0.0,0,1,1,0,0.83
IMP_8835,2022-05-30,BUY_45799,USA,Engineering,328.0,162052784,2900,CE,0,0.66,0,1,1,19246,0,0.43,Email,0.0,0,1,1,1,-0.44
IMP_8836,2024-01-04,BUY_16265,Germany,Medical Devices,1991.0,113499519,2804,NaN,0,0.63,0,1,1,3042,0,0.03,Email,0.0,1,0,1,1,-0.04
IMP_8837,2024-07-12,BUY_41171,Singapore,Electronics,572.0,132770107,1820,NaN,0,0.25,0,0,1,17912,1,0.4,NaN,0.89,1,0,1,0,-0.69
IMP_8838,2023-10-01,BUY_58075,Italy,Engineering,4662.0,186938694,2028,CE,1,0.07,1,0,1,4505,0,0.51,NaN,0.29,1,1,1,0,0.09
IMP_8839,2023-07-06,BUY_93555,UK,Machinery,0.0,145051983,4904,ISO9001,1,0.15,1,Unknown,1,17303,1,0.5,WhatsApp,0.77,0,0,0,1,-0.28
IMP_8840,2024-02-02,BUY_15665,UK,Textiles,3622.0,120468423,5990,ISO9001,0,0.72,1,Unknown,1,19503,0,0.37,LinkedIn,0.0,1,0,0,1,0.65
IMP_8841,2022-08-10,BUY_89298,France,IT Software,0.0,78054883,5998,SOC2,1,0.08,1,1,0,12534,0,0.25,Email,0.32,0,0,0,1,0.88
IMP_8842,2023-12-30,BUY_55409,Australia,Electronics,0.0,132072446,6131,ISO9001,1,0.32,1,0,1,8179,1,0.91,Call,0.0,1,1,1,0,0.41
IMP_8843,2022-07-27,BUY_52879,Germany,Medical Devices,7143.0,29784626,406,ISO9001,0,0.33,1,0,1,7676,1,0.68,Email,0.0,1,1,0,1,-0.66
IMP_8844,2021-02-27,BUY_79903,Singapore,Machinery,0.0,142379484,1489,NaN,1,0.97,0,1,0,8005,0,0.65,Email,0.33,1,0,1,1,-0.73
IMP_8845,2023-05-28,BUY_62292,Germany,Engineering,2426.0,23392854,2010,ISO9001,1,0.9,1,0,0,689,0,0.34,NaN,0.0,1,0,0,1,-0.26
IMP_8846,2023-06-19,BUY_12906,Singapore,Pharmaceuticals,1623.0,134628748,3561,FDA,0,0.9,0,Unknown,1,16215,1,0.87,NaN,0.07,0,0,0,0,0.06
IMP_8847,2024-08-03,BUY_56072,Australia,Auto Parts,0.0,187358744,298,ISO9001,0,0.46,1,Unknown,0,8233,0,0.78,Call,0.0,0,1,1,0,-0.43
IMP_8848,2022-01-21,BUY_39864,Italy,Solar,0.0,169230826,612,TUV,0,0.17,1,0,1,6863,1,0.52,Call,0.0,1,1,1,1,-0.93
IMP_8849,2022-05-17,BUY_44416,UK,Electronics,0.0,10316383,1374,NaN,1,0.19,0,1,1,17909,0,0.18,NaN,0.0,0,1,0,1,-0.97
IMP_8850,2023-03-09,BUY_79611,Japan,Electronics,0.0,74450349,6956,ISO9001,1,0.55,0,Unknown,0,15552,0,0.6,NaN,0.0,0,1,1,0,-0.55
IMP_8851,2023-09-12,BUY_17130,UK,Machinery,2551.0,48849094,4959,ISO9001,0,0.11,0,0,0,7052,1,0.85,NaN,0.0,1,0,1,1,-0.05
IMP_8852,2022-05-23,NaN,Netherlands,Machinery,765.0,141579307,6598,NaN,1,0.25,1,1,0,2515,1,0.72,Email,0.87,1,0,0,1,-0.45
IMP_8853,2023-11-26,BUY_58539,UK,Auto Parts,0.0,4637198,3737,NaN,1,0.37,0,Unknown,0,10105,1,0.52,Call,0.0,0,1,0,1,0.94
IMP_8854,2022-06-13,BUY_51694,Italy,Pharmaceuticals,2806.0,63730264,3882,WHO-GMP,0,0.61,0,Unknown,0,19778,1,0.22,Email,0.38,0,1,0,0,0.97
IMP_8855,2024-08-04,BUY_87615,UAE,Pharmaceuticals,5343.0,103730792,2594,WHO-GMP,0,0.76,1,0,1,4510,1,0.41,Email,0.0,0,1,1,0,-0.29
IMP_8856,2021-10-13,BUY_67902,Singapore,IT Software,3635.0,46930112,6917,SOC2,1,0.19,0,Unknown,1,14292,1,0.25,Call,0.1,0,0,0,1,0.77
IMP_8857,2023-06-17,BUY_66962,Italy,IT Software,0.0,115390234,6813,SOC2,1,0.69,0,0,0,9492,1,0.38,WhatsApp,0.0,0,0,1,1,0.3
IMP_8858,2024-11-27,BUY_24503,Italy,Pharmaceuticals,0.0,141824359,2107,FDA,0,0.32,1,0,1,16524,0,0.77,WhatsApp,0.0,1,0,0,0,-0.41
IMP_8859,2024-11-07,BUY_44374,Italy,Machinery,1801.0,114401268,359,NaN,0,0.89,0,1,1,9365,0,0.09,WhatsApp,0.8,0,1,0,1,0.07
IMP_8860,2021-07-25,BUY_50203,Australia,Chemicals,1614.0,84465418,6494,REACH,1,0.34,1,1,0,10061,0,0.79,NaN,0.35,1,1,1,0,0.66
IMP_8861,2022-09-28,NaN,Singapore,Engineering,0.0,96134145,6485,ISO14001,1,0.32,0,1,0,339,1,0.35,WhatsApp,0.0,0,1,1,1,0.83
IMP_8862,2023-07-27,BUY_76048,Germany,Medical Devices,1002.0,105995360,2199,ISO9001,1,0.24,0,Unknown,1,10085,1,0.23,WhatsApp,0.68,0,0,1,0,0.06
IMP_8863,2022-04-28,BUY_13588,Netherlands,Auto Parts,0.0,106950733,2043,NaN,1,0.33,0,1,1,9424,0,0.29,WhatsApp,0.0,0,1,0,1,0.47
IMP_8864,2023-12-20,BUY_61995,Singapore,IT Software,0.0,34627809,4516,NaN,0,0.82,0,0,1,19279,1,0.28,Call,0.0,1,0,0,0,0.3
IMP_8865,2021-10-08,BUY_76976,Netherlands,Engineering,5830.0,153721434,3440,ISO14001,1,0.88,1,1,1,6157,0,0.06,NaN,0.0,0,0,0,0,-0.37
IMP_8866,2022-11-30,BUY_75132,Canada,Electronics,0.0,23979025,3672,NaN,1,0.45,1,0,1,6519,0,0.59,WhatsApp,0.0,1,0,0,1,-0.42
IMP_8867,2023-08-14,BUY_10741,Netherlands,Solar,0.0,94463525,4809,IEC,1,0.52,0,Unknown,1,19606,0,0.2,Call,0.39,1,0,1,1,0.53
IMP_8868,2021-10-19,BUY_46910,France,Pharmaceuticals,0.0,109539943,2684,FDA,1,0.53,1,Unknown,1,2128,0,0.56,Email,0.0,1,1,1,1,0.31
IMP_8869,2024-05-28,BUY_98909,Netherlands,Pharmaceuticals,4761.0,101373701,6608,WHO-GMP,0,0.41,0,1,0,3661,0,0.89,WhatsApp,0.0,0,1,1,0,-0.67
IMP_8870,2022-07-16,BUY_83087,UK,Pharmaceuticals,0.0,147278206,3336,NaN,1,0.57,0,Unknown,1,14777,1,0.25,Email,0.0,1,1,0,1,0.69
IMP_8871,2021-12-17,BUY_16672,USA,Electronics,4057.0,190148833,2085,ISO9001,0,0.79,0,0,0,18539,1,0.17,WhatsApp,0.0,1,0,1,1,-0.42
IMP_8872,2024-08-17,BUY_81642,Canada,Engineering,0.0,77913788,1106,ISO9001,1,0.16,1,1,0,17759,1,0.05,NaN,0.0,1,0,0,1,0.77
IMP_8873,2022-01-27,BUY_64216,Australia,Textiles,0.0,149609504,935,ISO9001,0,0.78,1,1,0,17124,1,0.35,LinkedIn,0.51,0,1,1,1,0.14
IMP_8874,2021-12-24,BUY_57070,France,Chemicals,0.0,161337699,6867,REACH,1,0.15,0,Unknown,0,637,1,0.34,Call,0.73,1,1,1,1,0.87
IMP_8875,2024-04-21,BUY_98622,Singapore,IT Software,0.0,88763293,6438,NaN,1,0.71,0,1,0,10370,0,0.3,WhatsApp,0.43,1,0,0,1,-0.16
IMP_8876,2021-11-27,BUY_77873,UAE,Textiles,0.0,137191434,5969,ISO9001,0,0.79,0,Unknown,1,13940,0,0.72,Email,0.23,1,1,1,0,0.32
IMP_8877,2024-06-25,BUY_37470,Singapore,Solar,2079.0,69317104,1783,IEC,1,0.43,0,1,0,7226,0,0.09,WhatsApp,0.21,0,0,1,0,0.47
IMP_8878,2023-04-01,BUY_68846,UK,Solar,1074.0,4123363,3660,NaN,1,0.99,1,1,0,5417,1,0.95,Email,0.58,1,1,1,0,0.66
IMP_8879,2022-06-27,BUY_58773,Canada,Electronics,4550.0,35703173,4416,ISO9001,1,0.45,0,1,1,17527,0,0.03,WhatsApp,0.0,1,1,1,1,0.25
IMP_8880,2024-01-19,BUY_32313,Canada,Solar,0.0,125498833,1536,TUV,1,0.08,0,0,1,3973,1,0.98,Call,0.22,0,1,1,1,-0.96
IMP_8881,2023-12-30,BUY_84351,Japan,Auto Parts,0.0,71542855,2037,ISO9001,0,0.36,0,1,0,8882,0,0.32,Email,0.0,1,1,0,1,0.85
IMP_8882,2021-09-03,BUY_17918,Germany,IT Software,0.0,119995314,6027,NaN,0,0.41,1,Unknown,1,4915,0,0.52,WhatsApp,0.0,0,0,0,1,0.0
IMP_8883,2022-09-14,BUY_64684,Italy,Machinery,6219.0,26069540,4866,ISO9001,1,0.38,0,1,1,7026,1,0.69,WhatsApp,0.0,1,0,0,0,-0.39
IMP_8884,2022-09-04,BUY_66839,Singapore,Textiles,0.0,165173715,1592,ISO9001,0,0.89,0,Unknown,1,16988,1,0.45,Email,0.0,0,0,0,0,0.54
IMP_8885,2021-07-07,BUY_13634,Canada,Chemicals,2210.0,137578912,1464,NaN,1,0.67,1,1,1,3795,1,0.28,LinkedIn,0.0,1,0,1,0,-0.4
IMP_8886,2024-08-10,BUY_42411,UAE,Electronics,0.0,21346219,6331,ISO9001,0,0.15,0,1,0,8174,0,0.82,NaN,0.0,0,0,0,1,-0.46
IMP_8887,2023-10-19,BUY_60652,Japan,IT Software,4679.0,69820860,604,GDPR,1,0.4,1,1,1,1694,1,0.67,Email,0.0,0,1,0,0,-0.78
IMP_8888,2024-11-09,BUY_42571,UAE,Electronics,5308.0,76523756,5321,NaN,1,0.34,1,Unknown,1,4688,1,0.74,NaN,0.0,1,0,0,0,-0.41
IMP_8889,2021-06-27,BUY_33119,France,Engineering,0.0,39022665,2017,ISO14001,1,0.09,0,1,0,10050,1,0.7,LinkedIn,0.0,0,1,0,0,-0.9
IMP_8890,2021-03-26,NaN,France,Auto Parts,4294.0,175682134,3086,NaN,0,0.41,0,Unknown,1,4374,1,0.03,WhatsApp,0.0,0,0,1,1,-0.82
IMP_8891,2021-04-06,BUY_36460,UK,Textiles,4681.0,37655953,2784,NaN,0,0.69,0,0,1,764,1,0.97,Call,0.19,1,1,1,1,0.42
IMP_8892,2023-12-29,BUY_64341,Japan,Machinery,5887.0,55463739,6566,ISO9001,0,0.86,1,0,0,19146,0,0.67,LinkedIn,0.52,1,0,0,0,0.06
IMP_8893,2023-03-26,BUY_55607,Italy,Electronics,4756.0,89992165,5040,NaN,0,0.48,1,0,1,15068,0,0.4,Email,0.96,0,0,0,1,0.0
IMP_8894,2022-09-01,BUY_35485,Singapore,IT Software,0.0,198019077,5749,NaN,1,0.67,1,0,1,8637,1,0.77,LinkedIn,0.0,0,0,0,1,-0.31
IMP_8895,2021-01-17,BUY_29745,UK,Electronics,0.0,54677618,5863,ISO9001,1,0.31,0,1,1,12922,1,0.25,Email,0.15,1,1,1,1,-0.96
IMP_8896,2025-02-01,BUY_90418,UK,Engineering,0.0,71078321,62,ISO9001,1,0.32,0,0,0,6144,1,0.47,LinkedIn,0.23,1,0,0,0,0.82
IMP_8897,2023-04-20,BUY_64059,Germany,IT Software,0.0,127953284,561,GDPR,0,0.95,0,Unknown,0,8011,0,0.61,Email,0.0,1,0,0,1,-0.16
IMP_8898,2021-01-23,BUY_55898,Netherlands,IT Software,0.0,39682207,6025,SOC2,0,0.15,1,0,1,17620,0,0.19,NaN,0.0,1,1,1,1,0.4
IMP_8899,2023-02-14,BUY_93390,UK,Pharmaceuticals,0.0,170986374,1711,FDA,1,0.4,0,0,1,15040,0,0.14,WhatsApp,0.58,0,0,0,1,-0.72
IMP_8900,2024-07-24,BUY_55183,Australia,Chemicals,6288.0,17442473,6575,NaN,0,0.84,1,1,0,14546,1,0.55,WhatsApp,0.0,1,1,1,0,0.54
IMP_8901,2022-08-01,BUY_71753,Canada,Solar,2825.0,16500762,3232,IEC,0,0.65,0,1,0,10280,1,0.0,LinkedIn,0.9,0,1,1,1,0.29
IMP_8902,2022-09-18,BUY_29346,France,Auto Parts,2333.0,27929130,1179,ISO9001,1,0.41,0,1,1,13580,0,0.81,Email,0.66,1,1,0,0,0.13
IMP_8903,2023-08-08,BUY_92410,Italy,Solar,6184.0,31340198,457,TUV,1,0.09,0,Unknown,1,13215,0,0.35,Call,0.0,0,1,1,1,-0.74
IMP_8904,2021-09-20,BUY_39158,Singapore,Pharmaceuticals,3397.0,8414782,5770,NaN,0,0.33,1,1,0,13749,1,0.96,NaN,0.0,1,0,0,1,-0.22
IMP_8905,2021-04-23,BUY_47189,UK,Pharmaceuticals,6998.0,55965091,4666,EU-GMP,1,0.05,0,0,1,13034,0,0.03,LinkedIn,0.46,1,1,1,0,0.51
IMP_8906,2021-01-15,BUY_82469,Australia,Pharmaceuticals,0.0,173977294,6921,EU-GMP,0,0.24,1,0,0,16415,0,0.17,Email,0.0,0,1,0,0,0.66
IMP_8907,2022-07-10,BUY_87348,UAE,Solar,0.0,101932175,6266,UL,0,0.13,1,1,0,4680,0,0.07,Email,0.0,1,0,1,1,0.05
IMP_8908,2022-05-04,BUY_72165,Canada,Textiles,3589.0,112083028,134,ISO9001,0,0.86,1,Unknown,0,8913,1,0.33,WhatsApp,0.0,0,1,1,0,-0.62
IMP_8909,2024-01-30,BUY_86945,Canada,Engineering,0.0,11294250,5835,NaN,1,0.24,1,Unknown,0,5775,0,0.86,WhatsApp,0.0,0,0,1,1,0.14
IMP_8910,2021-05-11,BUY_27253,Canada,Auto Parts,0.0,21879849,1597,NaN,1,0.61,1,Unknown,1,2081,1,0.25,WhatsApp,0.89,1,0,1,1,0.34
IMP_8911,2023-09-16,BUY_46435,Germany,Pharmaceuticals,4532.0,20262871,6564,EU-GMP,0,0.71,0,1,0,14803,0,0.45,WhatsApp,0.19,1,1,0,0,-0.87
IMP_8912,2022-07-10,BUY_50418,Singapore,Medical Devices,2798.0,179329290,2036,NaN,1,0.63,0,1,0,2716,0,0.59,NaN,0.0,1,1,1,0,1.0
IMP_8913,2023-05-16,BUY_56954,UAE,Engineering,0.0,92900101,4600,ISO14001,0,0.64,0,Unknown,1,1360,0,0.2,NaN,0.62,0,1,0,1,0.71
IMP_8914,2022-06-14,BUY_54326,UAE,Chemicals,0.0,18627038,2289,REACH,1,0.88,1,0,1,8448,1,0.61,NaN,0.0,1,1,0,1,0.06
IMP_8915,2024-03-20,BUY_60860,Canada,Machinery,0.0,72445303,103,NaN,0,0.79,1,Unknown,0,2777,1,0.57,LinkedIn,0.0,1,1,1,0,-0.88
IMP_8916,2021-05-05,BUY_10605,Italy,Machinery,1439.0,99360777,6187,ISO9001,1,0.72,0,0,1,6307,1,0.33,WhatsApp,0.0,1,1,1,1,0.14
IMP_8917,2023-08-18,BUY_49408,Japan,Engineering,0.0,2882750,5927,ISO9001,1,0.26,0,0,1,14893,1,0.59,NaN,0.36,0,0,0,0,-0.1
IMP_8918,2023-03-17,BUY_18939,Netherlands,Machinery,87.0,176403327,4601,ISO9001,0,0.4,1,1,0,7392,1,0.73,Call,0.0,1,0,0,0,-0.97
IMP_8919,2023-02-22,BUY_49938,Canada,Pharmaceuticals,783.0,7483782,3433,FDA,0,0.66,0,Unknown,0,13045,1,0.96,NaN,0.0,0,0,1,0,-0.52
IMP_8920,2022-10-13,BUY_61830,Netherlands,Solar,6776.0,128869246,6723,TUV,1,0.56,0,1,1,8585,1,0.62,NaN,0.0,1,0,0,1,-0.01
IMP_8921,2024-09-14,BUY_70341,USA,IT Software,5794.0,152220032,6416,GDPR,1,0.18,0,1,0,11883,1,0.88,LinkedIn,0.0,0,0,0,0,-0.89
IMP_8922,2023-09-21,BUY_22870,Canada,Solar,0.0,141298567,3990,IEC,0,0.58,0,1,0,17503,1,0.88,WhatsApp,0.7,1,1,0,1,0.53
IMP_8923,2021-07-23,BUY_17010,Canada,IT Software,0.0,143460657,6817,GDPR,0,0.98,0,Unknown,0,1857,1,0.46,NaN,0.0,0,1,1,1,-0.4
IMP_8924,2021-03-30,BUY_35530,Germany,Chemicals,6481.0,111834782,716,REACH,1,0.87,1,1,0,13671,0,0.88,NaN,0.0,1,1,0,1,-0.81
IMP_8925,2022-11-24,BUY_79535,UAE,Solar,0.0,3483079,4229,IEC,0,0.76,1,1,1,15658,1,0.76,LinkedIn,0.0,0,1,1,1,0.33
IMP_8926,2024-09-30,BUY_15233,UK,IT Software,7157.0,81645641,4280,ISO27001,0,0.91,1,0,0,2285,1,0.66,Call,0.0,0,1,0,0,-0.8
IMP_8927,2021-01-09,BUY_15884,Germany,Machinery,0.0,145596503,1441,ISO9001,1,0.88,1,1,1,17694,1,0.54,WhatsApp,0.0,0,1,0,0,-0.71
IMP_8928,2024-05-11,BUY_47295,USA,Textiles,0.0,199417620,4831,NaN,0,0.47,1,1,1,19158,1,0.23,Call,0.26,0,1,1,0,0.91
IMP_8929,2024-04-05,BUY_22338,Canada,Auto Parts,0.0,173578781,5229,ISO9001,1,0.49,0,0,1,17224,1,0.54,LinkedIn,0.0,1,0,1,0,-0.41
IMP_8930,2022-07-21,BUY_57073,Australia,Textiles,0.0,69089241,1828,NaN,0,0.4,1,0,1,2329,0,0.11,NaN,0.0,0,1,1,1,0.21
IMP_8931,2021-08-25,BUY_21979,USA,IT Software,4366.0,18856514,2866,SOC2,0,0.29,0,Unknown,1,10373,0,0.87,NaN,0.0,1,0,1,0,0.79
IMP_8932,2023-10-14,NaN,UAE,Engineering,0.0,22401467,3268,ISO14001,0,0.64,0,Unknown,1,8247,1,0.78,WhatsApp,0.71,0,0,1,0,0.84
IMP_8933,2025-02-02,BUY_72586,Netherlands,Auto Parts,1065.0,43336286,3791,ISO9001,0,0.0,1,Unknown,0,11307,1,0.13,Email,0.0,0,0,0,0,-0.22
IMP_8934,2024-11-04,BUY_36099,Australia,Pharmaceuticals,0.0,81167894,810,FDA,1,0.71,1,1,1,3614,1,0.07,WhatsApp,0.21,1,1,0,1,0.37
IMP_8935,2024-12-05,BUY_55271,Australia,Auto Parts,0.0,109383508,6078,NaN,1,0.33,0,Unknown,0,10961,1,0.81,NaN,0.0,1,1,0,0,-0.18
IMP_8936,2021-07-21,BUY_75175,UK,IT Software,0.0,24320231,967,ISO27001,0,0.81,1,0,0,18258,1,0.39,WhatsApp,0.0,0,1,0,1,-0.74
IMP_8937,2022-02-08,BUY_98708,Italy,Chemicals,0.0,56531739,1841,NaN,0,0.62,1,0,1,13396,1,0.96,NaN,0.14,1,1,1,0,0.46
IMP_8938,2022-11-26,BUY_97552,UK,Auto Parts,1184.0,68343731,4910,ISO9001,0,0.25,0,1,1,12155,0,0.84,WhatsApp,0.0,0,1,1,0,-0.78
IMP_8939,2021-09-22,BUY_78162,Netherlands,Engineering,1955.0,21379873,64,ISO9001,0,0.82,0,1,1,12879,1,0.06,LinkedIn,0.0,1,0,1,0,-0.93
IMP_8940,2024-02-04,BUY_19320,USA,Solar,0.0,17903550,221,NaN,1,0.66,0,Unknown,1,13201,1,0.04,Email,0.23,0,1,0,1,0.21
IMP_8941,2023-01-01,BUY_41211,Netherlands,Electronics,4764.0,162141313,3718,NaN,0,0.46,0,1,0,6768,0,0.67,NaN,0.0,0,0,1,1,-0.8
IMP_8942,2022-03-16,BUY_92222,Singapore,Medical Devices,0.0,199969462,2330,ISO9001,0,0.4,1,0,0,18401,0,0.25,WhatsApp,0.0,0,1,1,1,-0.04
IMP_8943,2022-05-19,BUY_59773,Singapore,Medical Devices,0.0,119662235,5626,ISO9001,1,0.25,0,0,0,18076,1,0.73,Email,0.92,0,1,0,0,-0.06
IMP_8944,2023-01-19,BUY_11947,Germany,Chemicals,7529.0,44823743,2395,REACH,0,0.57,1,1,0,10430,0,0.23,Call,0.0,1,1,0,0,-0.56
IMP_8945,2024-11-11,BUY_72187,Germany,Medical Devices,0.0,102881947,1846,NaN,1,0.07,0,0,1,15789,0,0.89,Email,0.0,0,1,0,0,-0.98
IMP_8946,2022-09-27,BUY_63712,Germany,Textiles,0.0,12611566,4804,NaN,1,0.79,0,0,0,11484,0,0.43,WhatsApp,0.65,0,0,1,0,0.34
IMP_8947,2023-09-18,BUY_14750,Germany,Pharmaceuticals,0.0,163749863,2442,FDA,1,0.6,1,1,0,2927,1,0.92,LinkedIn,0.0,0,0,0,1,0.39
IMP_8948,2025-02-01,BUY_56355,Singapore,Electronics,6580.0,2445617,1321,NaN,0,0.87,0,0,1,4928,1,0.04,LinkedIn,0.0,0,0,0,0,-0.55
IMP_8949,2022-02-09,BUY_72117,Singapore,Auto Parts,0.0,70992072,6265,NaN,0,0.48,0,0,0,4246,0,0.01,NaN,0.86,0,1,1,0,0.11
IMP_8950,2024-02-07,BUY_36811,USA,Pharmaceuticals,0.0,132248613,2613,FDA,1,0.17,1,0,0,4519,0,0.78,LinkedIn,0.0,0,0,0,0,0.49
IMP_8951,2022-05-30,BUY_96277,Germany,Electronics,0.0,12951385,1643,NaN,0,0.68,0,1,1,3886,0,0.39,LinkedIn,0.0,0,1,1,0,0.24
IMP_8952,2024-05-16,BUY_78251,France,Solar,0.0,96032417,6937,UL,0,0.84,0,1,0,13008,1,0.13,Call,0.1,0,1,0,1,0.27
IMP_8953,2021-03-03,BUY_18336,USA,Textiles,0.0,104688559,1670,NaN,1,0.4,1,0,0,82,0,0.45,LinkedIn,0.68,1,0,1,1,-0.24
IMP_8954,2022-11-06,NaN,Singapore,Pharmaceuticals,755.0,108010238,2269,FDA,1,0.85,1,0,0,10119,1,0.09,NaN,0.0,0,1,0,0,0.64
IMP_8955,2023-08-24,BUY_74111,Italy,Auto Parts,0.0,38942383,6191,ISO9001,0,0.44,1,1,0,11709,0,0.79,Email,0.0,1,0,1,1,0.8
IMP_8956,2024-12-24,NaN,Japan,Machinery,5243.0,179406612,2812,ISO9001,0,0.6,1,1,1,708,1,0.91,LinkedIn,0.0,0,0,1,1,0.04
IMP_8957,2022-09-03,BUY_39285,France,Auto Parts,0.0,8400693,5459,NaN,0,0.22,1,1,0,597,0,0.05,Email,0.12,1,0,1,0,-0.14
IMP_8958,2023-08-24,BUY_70729,Italy,IT Software,0.0,181815244,3230,ISO27001,1,0.82,1,0,1,12143,1,0.76,Call,0.0,1,0,0,0,-0.04
IMP_8959,2025-01-27,BUY_42853,Italy,Electronics,0.0,20483665,3325,NaN,0,0.26,0,Unknown,0,1951,0,0.64,Call,0.0,0,0,1,0,-0.75
IMP_8960,2024-10-09,BUY_62657,Canada,Solar,0.0,19686355,6543,IEC,0,0.17,1,0,0,16151,0,0.29,WhatsApp,0.0,1,1,1,0,0.86
IMP_8961,2024-03-28,BUY_74541,Germany,IT Software,0.0,197066916,5332,NaN,1,0.39,1,0,0,8653,1,0.1,LinkedIn,0.78,0,1,0,1,-0.61
IMP_8962,2022-02-12,BUY_64966,UK,Auto Parts,0.0,145319110,4468,NaN,0,0.28,0,Unknown,0,13549,1,0.29,Email,0.0,0,1,0,1,-0.79
IMP_8963,2022-05-24,BUY_37184,France,IT Software,0.0,79824857,1942,NaN,1,0.81,1,0,0,649,0,0.66,NaN,0.0,1,0,1,0,-0.66
IMP_8964,2023-10-05,BUY_79033,Singapore,Engineering,0.0,31158194,2564,NaN,1,0.26,0,Unknown,1,18978,0,0.01,Call,0.0,1,0,1,1,0.71
IMP_8965,2022-01-25,BUY_35656,UAE,IT Software,4096.0,85250405,219,GDPR,1,0.31,0,0,1,4760,1,1.0,Call,0.0,0,0,0,0,0.35
IMP_8966,2022-08-27,BUY_17344,UK,Solar,0.0,176906764,5890,IEC,0,0.79,0,0,0,478,0,0.1,Email,0.0,1,0,1,1,0.93
IMP_8967,2023-03-12,BUY_13812,Australia,Engineering,1392.0,34546709,3976,CE,1,0.74,0,Unknown,0,6948,1,0.24,Email,0.0,0,1,1,1,0.75
IMP_8968,2021-12-07,BUY_89253,Japan,Chemicals,0.0,122771419,2910,REACH,0,0.03,0,1,1,17605,0,0.28,LinkedIn,0.0,1,0,0,1,0.06
IMP_8969,2021-08-04,BUY_42018,UK,Textiles,2717.0,146897398,4940,NaN,0,0.75,1,0,1,598,1,0.9,WhatsApp,0.0,0,1,1,0,0.49
IMP_8970,2023-09-17,BUY_96838,Netherlands,Auto Parts,0.0,37525146,1246,ISO9001,1,0.06,1,0,0,9474,0,0.9,NaN,0.48,0,1,1,0,-0.37
IMP_8971,2022-09-19,BUY_46360,UAE,Engineering,0.0,170299664,6437,ISO9001,1,0.09,1,Unknown,0,14420,1,0.7,LinkedIn,0.76,0,0,0,0,0.88
IMP_8972,2023-08-06,BUY_52807,Singapore,Electronics,5679.0,43163025,2256,NaN,1,0.21,1,Unknown,1,9662,0,0.8,Call,0.0,1,0,0,0,-0.6
IMP_8973,2024-11-30,NaN,UK,IT Software,934.0,29375922,1211,SOC2,1,0.69,0,0,0,1272,1,0.33,LinkedIn,0.98,1,1,1,0,0.99
