NEWS_ID,Date,Region,Event_Type,Impact_Level,Affected_Industry,Tariff_Change,StockMarket_Shock,War_Flag,Natural_Calamity_Flag,Currency_Shift
NEWS_6937,2024-11-07,Middle East,Trade Agreement,Low,Medical Devices,0.26,0.71,1,1,0.39
NEWS_6938,2024-09-27,North America,Natural Calamity,High,Machinery,-0.46,0.74,1,0,-0.45
NEWS_6939,2023-04-09,Asia,Stock Crash,Low,Chemicals,-0.48,-0.59,1,1,0.69
NEWS_6940,2024-07-16,Europe,Natural Calamity,High,Solar,0.12,0.65,1,1,-0.67
NEWS_6941,2022-11-24,Global,Supply Chain Shock,Low,IT Software,-0.66,-0.71,1,0,-0.17
NEWS_6942,2024-06-12,Global,Natural Calamity,Low,Medical Devices,0.96,0.87,1,0,0.55
NEWS_6943,2023-05-12,Europe,Supply Chain Shock,Medium,Solar,0.41,-0.5,1,0,0.4
NEWS_6944,2024-03-19,North America,Trade Agreement,Medium,Textiles,-0.99,0.55,1,0,-0.58
NEWS_6945,2024-05-11,Asia,Natural Calamity,High,Engineering,-0.9,0.53,0,0,-0.21
NEWS_6946,2023-09-30,Middle East,Natural Calamity,Medium,Medical Devices,0.66,0.16,1,0,-0.95
NEWS_6947,2023-04-26,North America,Stock Crash,Medium,Machinery,-0.58,-0.1,1,0,0.99
NEWS_6948,2023-09-11,Middle East,Trade Agreement,Low,Textiles,0.97,-0.6,1,1,-0.49
NEWS_6949,2024-01-26,Asia,Natural Calamity,High,Electronics,0.62,-0.26,0,0,0.51
NEWS_6950,2023-10-20,North America,Natural Calamity,Medium,Pharmaceuticals,0.2,0.27,0,0,-0.17
NEWS_6951,2023-03-23,Asia,Supply Chain Shock,High,Machinery,-0.66,0.84,1,1,0.77
NEWS_6952,2021-09-03,Asia,War Alert,High,Electronics,0.42,-0.64,1,1,-0.97
NEWS_6953,2021-12-30,Middle East,Tariff Update,High,Auto Parts,0.24,-0.5,1,1,-0.52
NEWS_6954,2022-05-08,Asia,Supply Chain Shock,Low,Pharmaceuticals,-0.18,-0.83,0,0,-0.28
NEWS_6955,2024-08-14,Middle East,Tariff Update,Medium,Textiles,-0.45,-0.77,1,0,0.36
NEWS_6956,2021-08-21,Global,Trade Agreement,Medium,IT Software,0.35,-0.73,0,0,-0.72
NEWS_6957,2023-09-22,Middle East,War Alert,Low,Electronics,0.62,-0.91,1,1,-0.08
NEWS_6958,2024-04-08,Middle East,Supply Chain Shock,High,Electronics,-0.63,-0.89,1,1,-0.16
NEWS_6959,2022-11-13,Europe,Natural Calamity,High,Machinery,0.89,0.36,1,0,0.36
NEWS_6960,2021-10-17,Asia,Stock Crash,High,Solar,0.03,0.4,1,1,-0.36
NEWS_6961,2024-10-04,North America,Trade Agreement,High,Engineering,0.78,-0.31,0,1,0.57
NEWS_6962,2021-04-21,Asia,Trade Agreement,Low,Solar,0.49,0.9,1,0,-0.76
NEWS_6963,2023-01-31,North America,War Alert,Medium,Solar,0.41,-0.23,1,1,0.34
NEWS_6964,2021-07-24,Global,Tariff Update,High,Engineering,0.12,0.39,0,0,0.07
NEWS_6965,2021-12-15,Asia,Tariff Update,Medium,Textiles,-0.01,0.33,1,0,0.37
NEWS_6966,2023-10-22,Middle East,Stock Crash,High,Medical Devices,-0.5,-0.88,1,1,0.11
NEWS_6967,2021-06-07,North America,Supply Chain Shock,Low,Textiles,0.12,-0.27,0,1,-0.81
NEWS_6968,2022-01-04,Europe,Supply Chain Shock,High,Solar,0.73,-0.04,0,1,0.91
NEWS_6969,2023-05-23,North America,Natural Calamity,High,Machinery,-0.79,-0.24,1,0,-0.66
NEWS_6970,2024-10-05,Asia,War Alert,Medium,Solar,-0.05,-0.18,1,0,-0.73
NEWS_6971,2024-08-22,Global,Stock Crash,High,Textiles,-0.22,0.98,0,0,-0.74
NEWS_6972,2023-07-31,Europe,Stock Crash,Medium,IT Software,-0.45,-0.39,0,0,0.41
NEWS_6973,2021-10-14,Middle East,Supply Chain Shock,High,Solar,0.01,-0.34,1,1,-0.71
NEWS_6974,2022-08-24,Middle East,Natural Calamity,Low,IT Software,-0.72,-0.18,1,1,0.29
NEWS_6975,2021-11-29,Global,Tariff Update,High,Textiles,0.6,-0.41,0,1,-0.15
NEWS_6976,2021-09-11,Europe,War Alert,High,Auto Parts,-0.35,-0.7,0,0,0.84
NEWS_6977,2022-05-02,Europe,Tariff Update,Medium,Textiles,-0.08,0.05,0,0,0.08
NEWS_6978,2022-10-03,North America,Tariff Update,High,Engineering,-0.09,0.97,0,0,-0.66
NEWS_6979,2023-02-17,Europe,Supply Chain Shock,Low,Electronics,0.3,-0.06,1,1,0.62
NEWS_6980,2024-02-14,Europe,Stock Crash,High,Solar,-0.78,-0.89,0,1,-0.81
NEWS_6981,2023-08-28,Global,War Alert,High,Electronics,0.1,-0.86,1,0,0.42
NEWS_6982,2024-04-18,Global,Natural Calamity,Medium,Engineering,0.69,-0.76,0,0,0.23
NEWS_6983,2022-01-09,Middle East,Supply Chain Shock,Low,Medical Devices,0.47,-0.31,0,0,0.27
NEWS_6984,2021-05-24,Middle East,Natural Calamity,Medium,Chemicals,-0.31,-0.21,1,1,0.43
NEWS_6985,2023-12-28,Global,Tariff Update,Medium,Solar,-0.1,0.64,0,0,0.37
NEWS_6986,2022-03-28,Global,Stock Crash,High,Solar,-0.85,0.68,0,0,-0.46
NEWS_6987,2021-04-13,North America,Tariff Update,Low,Auto Parts,-0.06,-0.47,0,0,0.49
NEWS_6988,2021-06-27,Global,Tariff Update,Medium,Pharmaceuticals,-0.46,0.74,1,0,-0.58
NEWS_6989,2024-10-02,Europe,Tariff Update,Low,Machinery,0.86,0.02,0,0,-0.88
NEWS_6990,2024-02-21,Europe,Stock Crash,High,Textiles,0.39,0.5,0,0,0.66
NEWS_6991,2023-06-22,Middle East,Trade Agreement,High,Electronics,-0.93,-0.38,0,1,-0.66
NEWS_6992,2025-01-07,Europe,Trade Agreement,Medium,Textiles,0.48,0.72,0,0,0.34
NEWS_6993,2021-05-14,Global,Stock Crash,High,Auto Parts,0.11,-0.6,1,0,-0.04
NEWS_6994,2025-01-13,Global,War Alert,Low,Pharmaceuticals,-0.07,0.45,1,0,-0.98
NEWS_6995,2022-06-06,Middle East,Tariff Update,Medium,Textiles,0.63,-0.26,1,0,0.56
NEWS_6996,2024-11-25,Middle East,Stock Crash,High,Medical Devices,-0.49,0.78,1,0,0.17
NEWS_6997,2022-07-28,Middle East,Trade Agreement,High,Machinery,0.04,-0.4,1,1,0.76
NEWS_6998,2021-01-18,Asia,Tariff Update,Medium,Machinery,-0.12,0.97,0,1,-0.49
NEWS_6999,2023-12-18,Global,Supply Chain Shock,High,Machinery,0.52,-0.8,0,1,0.26
NEWS_7000,2021-08-16,North America,Natural Calamity,Low,Pharmaceuticals,-0.42,0.01,1,1,0.14
NEWS_7001,2021-08-29,Global,Supply Chain Shock,Low,Pharmaceuticals,0.29,-0.34,0,1,0.51
NEWS_7002,2023-12-05,Global,Tariff Update,Medium,Pharmaceuticals,-0.25,-0.96,1,0,0.68
NEWS_7003,2021-01-10,Asia,Trade Agreement,Low,Medical Devices,-0.51,0.4,0,1,-0.69
NEWS_7004,2021-10-22,Global,Supply Chain Shock,High,Machinery,0.71,0.44,1,1,0.11
NEWS_7005,2021-07-10,Middle East,Trade Agreement,High,Chemicals,-0.91,-0.67,0,0,0.9
NEWS_7006,2021-09-29,Middle East,Stock Crash,High,Chemicals,-0.82,-0.5,1,1,0.56
NEWS_7007,2022-01-13,Europe,Supply Chain Shock,Low,Textiles,-0.38,0.22,0,0,0.49
NEWS_7008,2022-06-15,Asia,War Alert,High,Textiles,-0.38,-0.52,0,1,-0.87
NEWS_7009,2022-05-11,Global,Supply Chain Shock,High,Machinery,0.72,-0.06,1,1,-0.28
NEWS_7010,2022-02-17,Middle East,Stock Crash,Medium,Textiles,0.33,-0.82,0,1,-0.92
NEWS_7011,2024-05-17,Europe,Supply Chain Shock,Medium,Medical Devices,0.24,0.02,1,0,-0.1
NEWS_7012,2023-09-18,Global,Stock Crash,Low,Textiles,0.18,-0.39,0,0,-0.4
NEWS_7013,2021-12-04,Europe,Stock Crash,Medium,Auto Parts,0.58,0.81,1,0,-0.7
NEWS_7014,2021-10-14,Asia,Tariff Update,Medium,Electronics,0.02,-0.28,1,1,-0.66
NEWS_7015,2022-06-28,Middle East,Supply Chain Shock,High,Auto Parts,0.11,-0.85,0,0,0.63
NEWS_7016,2025-02-04,North America,Supply Chain Shock,Low,Auto Parts,-0.4,0.35,1,1,0.31
NEWS_7017,2021-08-21,Global,Stock Crash,High,Chemicals,0.32,-0.75,0,1,-0.19
NEWS_7018,2024-10-24,Europe,Stock Crash,High,Pharmaceuticals,0.44,-0.62,1,0,-0.27
NEWS_7019,2023-09-14,Middle East,Stock Crash,Medium,Auto Parts,0.17,0.81,0,0,0.05
NEWS_7020,2022-03-09,Middle East,Natural Calamity,High,Auto Parts,-0.86,-0.97,0,0,-0.92
NEWS_7021,2021-12-09,North America,Tariff Update,Medium,Medical Devices,0.53,-0.06,0,0,-0.4
NEWS_7022,2022-06-28,Global,Supply Chain Shock,High,Auto Parts,0.9,-0.48,1,1,0.61
NEWS_7023,2022-01-14,Middle East,Stock Crash,High,Auto Parts,-0.1,0.23,1,1,0.74
NEWS_7024,2024-05-20,Middle East,Tariff Update,High,Pharmaceuticals,0.11,-0.99,1,1,-0.13
NEWS_7025,2023-06-09,Asia,Natural Calamity,Medium,Textiles,0.71,0.51,0,0,0.53
NEWS_7026,2024-04-27,Middle East,Trade Agreement,High,Machinery,0.75,0.48,0,1,0.47
NEWS_7027,2024-07-21,Middle East,Natural Calamity,Medium,Chemicals,0.05,-0.24,0,0,-0.47
NEWS_7028,2023-04-01,Asia,Stock Crash,Medium,Electronics,0.57,-0.09,0,1,0.38
NEWS_7029,2021-01-25,Global,Trade Agreement,High,Auto Parts,-0.49,-0.57,0,1,0.36
NEWS_7030,2024-05-03,Middle East,Tariff Update,Medium,Textiles,-0.3,0.51,0,0,0.03
NEWS_7031,2024-10-20,North America,Trade Agreement,High,Chemicals,0.17,0.45,1,0,-0.62
NEWS_7032,2021-01-26,North America,Supply Chain Shock,Medium,Electronics,-0.56,-0.37,1,1,0.33
NEWS_7033,2021-04-01,Middle East,Natural Calamity,Medium,Chemicals,-0.14,0.29,1,0,0.73
NEWS_7034,2022-05-09,North America,Tariff Update,Low,Machinery,0.51,-0.5,0,1,-0.64
NEWS_7035,2024-04-26,North America,Tariff Update,Medium,Medical Devices,-0.56,-0.54,1,0,-0.8
NEWS_7036,2022-01-14,Global,Supply Chain Shock,High,Engineering,-0.49,-0.12,1,0,-0.55
NEWS_7037,2024-01-24,Europe,Stock Crash,Low,Auto Parts,-0.52,-0.76,0,1,-0.77
NEWS_7038,2022-05-03,North America,Trade Agreement,High,Solar,-0.78,0.24,1,0,0.52
NEWS_7039,2024-04-03,Europe,Natural Calamity,Low,Chemicals,0.14,0.96,0,0,-0.28
NEWS_7040,2022-01-13,Asia,Stock Crash,High,Pharmaceuticals,-0.59,-0.28,0,0,0.71
NEWS_7041,2022-06-08,Middle East,Natural Calamity,Low,Medical Devices,-0.41,0.13,0,0,0.69
NEWS_7042,2021-02-09,Middle East,Natural Calamity,Medium,Engineering,-1.0,-0.9,0,1,-0.55
NEWS_7043,2023-01-22,North America,Supply Chain Shock,Medium,Electronics,0.9,-0.54,1,1,-0.12
NEWS_7044,2023-07-01,Europe,Stock Crash,Medium,Textiles,0.36,-0.7,1,1,0.82
NEWS_7045,2024-11-12,Asia,War Alert,Medium,Medical Devices,-0.72,0.65,1,0,-0.57
NEWS_7046,2022-11-25,Asia,Tariff Update,Medium,Textiles,-0.14,0.18,1,0,0.24
NEWS_7047,2021-08-28,North America,Trade Agreement,Low,Medical Devices,0.33,-0.11,1,0,0.24
NEWS_7048,2022-09-25,Global,Natural Calamity,Medium,Medical Devices,0.59,0.36,1,1,0.79
NEWS_7049,2022-06-28,Global,Trade Agreement,Low,Pharmaceuticals,0.23,-0.04,0,0,0.56
NEWS_7050,2023-04-29,Asia,Trade Agreement,Medium,Medical Devices,0.86,0.92,1,0,0.54
NEWS_7051,2021-01-24,Middle East,Trade Agreement,Low,Engineering,0.1,-0.44,1,0,0.69
NEWS_7052,2023-12-24,Global,Trade Agreement,High,Engineering,-0.1,0.18,1,1,-0.09
NEWS_7053,2021-02-12,North America,Natural Calamity,Low,Solar,0.98,0.62,1,0,-0.45
NEWS_7054,2023-12-01,Middle East,Stock Crash,Medium,Textiles,0.57,-0.19,1,0,-0.87
NEWS_7055,2024-01-12,Global,Trade Agreement,High,IT Software,-0.7,-0.68,1,1,0.06
NEWS_7056,2023-03-27,Asia,Trade Agreement,Low,Electronics,-0.71,-0.25,0,1,-0.74
NEWS_7057,2021-11-05,Europe,Stock Crash,Medium,Solar,-0.72,-0.25,1,0,-0.95
NEWS_7058,2023-06-03,North America,War Alert,High,Medical Devices,0.27,0.11,0,0,0.96
NEWS_7059,2024-06-17,Asia,Stock Crash,High,Chemicals,0.68,-0.43,0,1,0.52
NEWS_7060,2024-04-08,North America,Trade Agreement,High,Engineering,0.68,0.31,1,0,-0.34
NEWS_7061,2021-02-28,Global,Tariff Update,High,Engineering,0.21,0.78,0,0,-0.97
NEWS_7062,2021-05-12,North America,Tariff Update,High,Pharmaceuticals,0.64,-0.23,0,1,0.97
NEWS_7063,2021-02-17,Asia,Supply Chain Shock,High,Electronics,-0.84,0.95,0,1,0.86
NEWS_7064,2023-02-17,Asia,Supply Chain Shock,Low,Electronics,0.83,0.97,1,1,0.09
NEWS_7065,2023-01-22,North America,War Alert,Medium,Auto Parts,-0.45,-0.56,1,1,-0.39
NEWS_7066,2024-05-06,Global,Tariff Update,Medium,Pharmaceuticals,-0.35,-0.71,1,1,0.18
NEWS_7067,2023-06-28,Asia,Supply Chain Shock,High,Medical Devices,-0.82,0.44,0,1,0.7
NEWS_7068,2024-12-13,Global,Stock Crash,Low,Engineering,0.09,0.49,0,0,-0.02
NEWS_7069,2023-09-27,Middle East,Trade Agreement,Medium,Auto Parts,0.46,-0.34,1,0,0.15
NEWS_7070,2023-09-14,Global,Natural Calamity,High,Auto Parts,-0.87,0.84,0,0,0.12
NEWS_7071,2023-01-31,North America,Trade Agreement,Medium,IT Software,-0.22,0.49,0,1,0.08
NEWS_7072,2021-07-22,Global,War Alert,Low,Electronics,-0.6,0.34,1,0,0.55
NEWS_7073,2021-07-13,Asia,War Alert,High,Chemicals,-0.95,0.09,1,1,0.1
NEWS_7074,2023-09-24,Asia,Stock Crash,Medium,IT Software,-0.66,0.93,0,0,0.56
NEWS_7075,2023-03-02,Middle East,Stock Crash,Medium,Auto Parts,-0.6,-0.55,0,1,0.45
NEWS_7076,2023-02-09,Europe,War Alert,High,Pharmaceuticals,0.19,0.37,0,1,-0.77
NEWS_7077,2023-11-22,Asia,Supply Chain Shock,High,Solar,-0.12,-0.13,1,1,0.92
NEWS_7078,2023-07-21,Asia,Natural Calamity,Low,Pharmaceuticals,0.06,-0.95,0,1,-0.2
NEWS_7079,2023-06-13,Asia,Supply Chain Shock,High,Medical Devices,0.68,0.3,1,1,-0.76
NEWS_7080,2022-12-03,Europe,Tariff Update,Low,Pharmaceuticals,0.06,0.22,0,0,-0.25
NEWS_7081,2023-03-10,Asia,Tariff Update,Medium,IT Software,-0.08,-0.5,0,1,-0.23
NEWS_7082,2021-02-02,Middle East,Stock Crash,High,Auto Parts,0.37,-0.94,1,0,-0.2
NEWS_7083,2024-10-02,North America,Stock Crash,High,Chemicals,-0.66,0.11,1,1,0.86
NEWS_7084,2023-09-19,North America,Stock Crash,High,Chemicals,-0.4,0.06,1,1,-0.06
NEWS_7085,2022-12-21,Europe,Stock Crash,Medium,Machinery,0.41,0.96,0,1,0.16
NEWS_7086,2024-08-17,Middle East,War Alert,High,Engineering,-0.82,0.55,0,0,-0.85
NEWS_7087,2023-08-30,North America,Tariff Update,High,IT Software,0.39,0.81,1,0,0.15
NEWS_7088,2021-11-14,Middle East,Trade Agreement,Low,Auto Parts,-0.12,0.19,1,1,-0.47
NEWS_7089,2023-10-01,Middle East,Trade Agreement,Low,IT Software,0.67,-0.66,0,1,0.28
NEWS_7090,2024-08-12,Asia,Trade Agreement,High,Pharmaceuticals,0.01,0.16,0,0,0.03
NEWS_7091,2021-06-03,Europe,Tariff Update,Medium,Medical Devices,0.02,-0.3,1,1,-0.67
NEWS_7092,2021-06-27,Asia,Trade Agreement,Medium,Machinery,-0.27,0.2,0,0,-0.65
NEWS_7093,2022-08-07,North America,Natural Calamity,Low,Machinery,-0.86,0.57,1,1,-0.16
NEWS_7094,2021-03-04,North America,Tariff Update,High,Solar,0.47,0.13,0,0,-0.93
NEWS_7095,2021-10-04,Asia,Supply Chain Shock,High,Engineering,-0.5,0.6,1,1,-0.26
NEWS_7096,2021-09-17,Global,Trade Agreement,High,Solar,-0.26,0.71,1,0,-0.4
NEWS_7097,2021-09-16,Europe,Trade Agreement,Low,Pharmaceuticals,-0.57,-0.49,1,1,0.11
NEWS_7098,2022-06-07,Global,Natural Calamity,Medium,Solar,0.17,0.11,0,1,0.37
NEWS_7099,2022-03-10,Middle East,Natural Calamity,High,Medical Devices,-0.51,-0.06,0,0,0.77
NEWS_7100,2023-02-24,Asia,Natural Calamity,High,Engineering,0.53,0.46,1,0,0.46
NEWS_7101,2022-11-23,Asia,Supply Chain Shock,Low,Chemicals,-0.66,0.5,1,0,0.77
NEWS_7102,2021-04-30,Europe,War Alert,Low,Engineering,0.21,-0.81,0,0,-0.7
NEWS_7103,2022-08-06,Global,Tariff Update,Medium,Electronics,-0.18,-0.04,0,1,0.8
NEWS_7104,2025-02-08,Europe,Natural Calamity,High,Textiles,-0.81,0.46,1,0,0.27
NEWS_7105,2022-08-15,Middle East,Stock Crash,High,Solar,-0.18,-0.25,0,0,-0.24
NEWS_7106,2024-07-23,Global,Supply Chain Shock,High,Medical Devices,0.53,0.41,1,1,-0.73
NEWS_7107,2022-12-22,North America,Tariff Update,Low,Medical Devices,-0.21,0.5,0,1,0.87
NEWS_7108,2022-06-18,Global,Supply Chain Shock,Low,Textiles,-0.39,-0.49,0,0,-0.99
NEWS_7109,2023-02-13,Europe,Stock Crash,High,Engineering,0.04,0.96,1,0,0.06
NEWS_7110,2024-12-17,North America,Supply Chain Shock,Medium,Medical Devices,-0.69,-1.0,1,0,-0.06
NEWS_7111,2021-01-28,North America,Supply Chain Shock,Medium,Machinery,0.15,-0.57,0,0,-0.06
NEWS_7112,2024-06-28,Global,Natural Calamity,Medium,Auto Parts,0.7,-0.04,1,0,-0.47
NEWS_7113,2021-04-11,Asia,Natural Calamity,High,Electronics,-0.13,0.08,0,1,0.99
NEWS_7114,2022-06-01,North America,Natural Calamity,High,Electronics,-0.06,-0.53,0,0,-0.75
NEWS_7115,2021-12-29,Asia,Supply Chain Shock,High,Chemicals,-0.88,-0.83,1,0,0.01
NEWS_7116,2022-06-05,Global,War Alert,High,Machinery,-0.29,-0.11,1,1,-0.38
NEWS_7117,2023-04-09,Middle East,Supply Chain Shock,Medium,Textiles,0.54,0.68,1,1,-0.61
NEWS_7118,2024-01-14,Global,Stock Crash,Medium,IT Software,0.31,0.99,0,1,0.36
NEWS_7119,2023-12-09,Global,Tariff Update,High,Auto Parts,-0.82,0.43,1,1,-0.65
NEWS_7120,2024-12-10,Europe,Trade Agreement,High,Auto Parts,-0.49,0.82,0,1,-0.13
NEWS_7121,2023-07-23,Middle East,Trade Agreement,High,Machinery,0.11,-0.53,1,1,0.32
NEWS_7122,2024-06-12,Europe,Natural Calamity,Low,Pharmaceuticals,-0.36,-0.5,0,0,-0.89
NEWS_7123,2021-09-21,Middle East,Natural Calamity,Medium,Textiles,-0.63,-0.29,0,1,-0.52
NEWS_7124,2021-10-13,Asia,Tariff Update,Medium,Auto Parts,-0.87,-0.23,1,0,-0.01
NEWS_7125,2021-07-08,Asia,Tariff Update,Low,Medical Devices,-0.42,0.03,0,1,0.39
NEWS_7126,2023-05-11,Asia,Natural Calamity,Low,Textiles,0.63,-0.45,1,1,0.91
NEWS_7127,2024-04-22,Asia,Natural Calamity,Medium,Medical Devices,0.53,0.09,1,0,-0.59
NEWS_7128,2021-04-20,Global,War Alert,Low,Solar,-0.35,-0.4,0,1,-0.06
NEWS_7129,2024-08-03,Europe,Tariff Update,Medium,Medical Devices,0.93,-0.75,0,1,-0.72
NEWS_7130,2022-11-29,Global,Trade Agreement,High,Pharmaceuticals,0.51,0.92,1,1,0.41
NEWS_7131,2022-12-26,Global,Trade Agreement,Low,Electronics,-0.41,0.19,0,1,0.0
NEWS_7132,2021-03-21,Middle East,Supply Chain Shock,High,Engineering,0.28,0.13,1,0,-0.58
NEWS_7133,2023-11-10,Asia,Trade Agreement,High,Pharmaceuticals,0.36,-0.06,1,0,-0.72
NEWS_7134,2021-06-11,Global,Trade Agreement,High,Machinery,0.15,-0.66,0,1,-0.22
NEWS_7135,2021-07-03,Asia,Tariff Update,Low,Machinery,0.73,-0.96,1,0,-0.42
NEWS_7136,2024-07-17,Europe,Stock Crash,High,Machinery,0.21,0.66,1,1,-0.07
NEWS_7137,2024-12-09,Global,Natural Calamity,High,Medical Devices,-0.27,0.29,1,1,0.13
NEWS_7138,2022-07-17,Europe,Supply Chain Shock,Medium,Auto Parts,-0.5,-0.08,1,1,-0.53
NEWS_7139,2021-05-21,North America,Trade Agreement,Low,Textiles,-0.53,0.9,0,0,-0.34
NEWS_7140,2022-08-08,Asia,War Alert,High,Solar,-0.78,-0.34,1,0,-0.07
NEWS_7141,2024-03-03,Global,War Alert,High,Textiles,0.41,0.86,1,1,-0.04
NEWS_7142,2022-06-26,Global,Tariff Update,High,Engineering,-0.13,-0.84,1,1,-0.87
NEWS_7143,2022-05-14,Global,Stock Crash,High,Auto Parts,-0.29,0.25,1,1,0.91
NEWS_7144,2023-06-08,Europe,Supply Chain Shock,High,Medical Devices,-0.26,0.93,1,1,-0.53
NEWS_7145,2022-10-23,Global,Trade Agreement,High,Electronics,0.11,-0.64,1,1,0.93
NEWS_7146,2022-10-06,Middle East,War Alert,High,Engineering,0.66,0.83,1,1,0.13
NEWS_7147,2023-02-11,Asia,Supply Chain Shock,Medium,Engineering,0.82,-0.13,1,0,-0.18
NEWS_7148,2022-07-13,Middle East,Trade Agreement,Low,Chemicals,-0.77,0.57,1,1,0.75
NEWS_7149,2024-01-21,Middle East,Trade Agreement,Medium,IT Software,-0.35,0.04,0,1,-0.36
NEWS_7150,2024-12-07,Asia,Trade Agreement,High,Electronics,0.59,0.74,0,0,-0.91
NEWS_7151,2023-01-08,Europe,Trade Agreement,Medium,Engineering,-0.96,0.55,0,0,0.21
NEWS_7152,2022-09-17,North America,Tariff Update,Medium,Machinery,-0.03,0.44,1,1,-0.4
NEWS_7153,2022-12-30,Global,Trade Agreement,High,Auto Parts,0.81,0.75,1,0,0.75
NEWS_7154,2024-04-01,North America,War Alert,High,IT Software,-0.3,0.34,1,0,-0.84
NEWS_7155,2024-09-10,Europe,War Alert,High,Machinery,0.59,-0.07,1,1,-0.25
NEWS_7156,2022-11-23,Asia,Natural Calamity,Medium,Solar,0.44,-0.98,1,1,0.8
NEWS_7157,2023-09-11,Asia,Supply Chain Shock,High,Solar,0.8,-0.63,0,1,0.72
NEWS_7158,2024-08-31,Europe,Stock Crash,Medium,Chemicals,-0.15,-0.34,1,1,0.6
NEWS_7159,2021-08-23,Asia,War Alert,High,Electronics,0.56,0.09,0,1,-0.33
NEWS_7160,2021-09-15,Asia,War Alert,Medium,Auto Parts,0.07,-0.31,1,0,0.05
NEWS_7161,2021-11-27,Global,War Alert,High,Machinery,-0.3,-0.79,1,1,-0.19
NEWS_7162,2022-10-07,Asia,Tariff Update,Medium,Engineering,0.34,-0.63,1,1,-0.04
NEWS_7163,2021-04-06,Middle East,Trade Agreement,Low,Solar,0.8,-0.72,1,0,-0.02
NEWS_7164,2022-01-25,Europe,Tariff Update,Low,Engineering,0.57,-0.65,1,1,-0.73
NEWS_7165,2023-10-02,Global,Supply Chain Shock,Low,Chemicals,-0.9,0.21,0,1,-0.77
NEWS_7166,2023-06-14,Middle East,Tariff Update,Medium,Chemicals,0.13,-0.69,0,1,0.91
NEWS_7167,2021-01-26,Europe,Natural Calamity,Low,IT Software,0.09,0.33,0,1,-0.9
NEWS_7168,2024-01-06,Asia,War Alert,High,Medical Devices,0.87,0.6,1,1,0.06
NEWS_7169,2022-08-05,Asia,Supply Chain Shock,Medium,IT Software,0.2,0.04,1,0,0.13
NEWS_7170,2024-06-20,Global,War Alert,Low,Electronics,-0.49,-0.54,0,0,0.09
NEWS_7171,2021-09-24,North America,War Alert,High,Engineering,-0.08,0.12,1,1,0.13
NEWS_7172,2024-06-23,Middle East,Tariff Update,High,IT Software,0.54,-0.01,0,0,0.97
NEWS_7173,2023-10-03,Global,War Alert,Medium,Chemicals,-0.58,-0.14,1,1,-0.01
NEWS_7174,2024-04-15,Middle East,War Alert,Medium,Solar,0.46,0.71,1,1,-0.03
NEWS_7175,2024-12-31,Europe,Supply Chain Shock,Medium,Machinery,0.56,0.94,1,1,0.48
NEWS_7176,2021-10-26,North America,War Alert,High,Solar,-0.39,-0.4,1,0,0.25
NEWS_7177,2022-03-18,Europe,Natural Calamity,Low,Textiles,-0.4,-0.1,1,0,0.8
NEWS_7178,2024-09-10,Europe,War Alert,Medium,Medical Devices,-0.63,-0.63,1,0,-0.24
NEWS_7179,2021-11-29,Middle East,Supply Chain Shock,Medium,Machinery,0.81,0.31,1,1,0.66
NEWS_7180,2023-10-21,Europe,Natural Calamity,High,Engineering,0.94,-0.15,1,0,0.4
NEWS_7181,2021-06-02,Asia,Stock Crash,High,Engineering,-0.21,-0.45,1,1,0.04
NEWS_7182,2024-02-18,Europe,War Alert,Low,Medical Devices,0.02,0.38,1,0,-0.95
NEWS_7183,2023-12-16,North America,Supply Chain Shock,High,IT Software,-0.15,-0.68,1,0,0.65
NEWS_7184,2022-04-12,Europe,Natural Calamity,High,IT Software,-0.39,-0.45,1,1,-0.61
NEWS_7185,2022-04-21,Middle East,Trade Agreement,Low,Machinery,-0.34,0.1,1,0,0.75
NEWS_7186,2023-12-03,Global,Tariff Update,Low,IT Software,0.45,0.48,1,0,0.14
NEWS_7187,2024-07-23,North America,War Alert,Low,Textiles,-0.53,-0.43,1,1,-0.47
NEWS_7188,2023-08-23,Asia,Stock Crash,High,Textiles,-0.77,0.83,0,0,-0.77
NEWS_7189,2023-11-09,Asia,Trade Agreement,High,Chemicals,-0.55,0.64,0,0,0.97
NEWS_7190,2024-05-12,Middle East,Natural Calamity,Low,Chemicals,0.07,0.73,0,0,-0.32
NEWS_7191,2022-09-17,North America,Trade Agreement,High,Machinery,0.76,-0.66,1,0,-0.05
NEWS_7192,2024-10-19,Global,Natural Calamity,High,Machinery,-0.96,0.83,0,0,-0.32
NEWS_7193,2023-07-24,Asia,Stock Crash,High,Electronics,0.19,-0.97,1,0,-0.83
NEWS_7194,2022-01-31,Europe,Tariff Update,Low,Engineering,0.39,-0.63,1,1,-0.98
NEWS_7195,2024-07-15,North America,Tariff Update,Medium,Pharmaceuticals,0.74,0.84,0,1,0.31
NEWS_7196,2022-11-10,Asia,Natural Calamity,High,Chemicals,-0.04,0.37,0,1,-0.27
NEWS_7197,2022-07-22,Global,Natural Calamity,Low,Machinery,-0.43,-0.01,1,0,-0.31
NEWS_7198,2021-02-09,Global,Natural Calamity,Medium,Machinery,0.4,0.64,0,1,-0.83
NEWS_7199,2024-05-21,Middle East,Trade Agreement,High,Pharmaceuticals,0.96,0.79,0,0,-0.77
NEWS_7200,2024-02-09,North America,War Alert,Medium,Machinery,0.48,-0.3,1,0,0.79
